O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
113051.02,Geothermal Production Managers,1.C.1.b,Persistence,IM,Importance,3.95,21,0.12,3.71,4.19,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.1.c,Initiative,IM,Importance,4.21,21,0.16,3.88,4.53,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.2.b,Leadership,IM,Importance,4.48,21,0.11,4.24,4.71,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.3.a,Cooperation,IM,Importance,4.29,21,0.12,4.05,4.54,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.3.b,Concern for Others,IM,Importance,4.06,21,0.15,3.75,4.37,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.3.c,Social Orientation,IM,Importance,3.81,21,0.19,3.42,4.2,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.4.a,Self Control,IM,Importance,4.15,20,0.12,3.9,4.4,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.38,21,0.11,4.15,4.61,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.13,21,0.12,3.89,4.38,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.5.a,Dependability,IM,Importance,4.46,21,0.11,4.22,4.69,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.5.b,Attention to Detail,IM,Importance,4.41,21,0.16,4.07,4.75,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.5.c,Integrity,IM,Importance,4.57,21,0.08,4.4,4.73,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.6,Independence,IM,Importance,3.8,21,0.24,3.3,4.3,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.7.a,Innovation,IM,Importance,4.35,21,0.16,4.02,4.68,N,Jul-11,Incumbent
113051.02,Geothermal Production Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.41,21,0.15,4.09,4.73,N,Jul-11,Incumbent
113051.03,Biofuels Production Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.82,23,0.17,3.46,4.18,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.1.b,Persistence,IM,Importance,4,23,0.19,3.6,4.39,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.1.c,Initiative,IM,Importance,4.37,23,0.16,4.03,4.71,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.2.b,Leadership,IM,Importance,4.46,23,0.15,4.16,4.77,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.3.a,Cooperation,IM,Importance,4.15,23,0.13,3.87,4.43,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.3.b,Concern for Others,IM,Importance,3.66,23,0.2,3.24,4.07,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.3.c,Social Orientation,IM,Importance,3.28,23,0.24,2.79,3.77,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.4.a,Self Control,IM,Importance,4.06,23,0.13,3.78,4.34,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.09,23,0.21,3.64,4.53,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.16,23,0.16,3.83,4.5,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.5.a,Dependability,IM,Importance,4.67,23,0.1,4.47,4.88,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.5.b,Attention to Detail,IM,Importance,4.52,23,0.15,4.21,4.84,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.5.c,Integrity,IM,Importance,4.32,23,0.17,3.97,4.68,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.6,Independence,IM,Importance,3.83,23,0.21,3.38,4.27,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.7.a,Innovation,IM,Importance,4.06,23,0.2,3.65,4.47,N,Jul-16,Incumbent
113051.03,Biofuels Production Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.29,23,0.19,3.9,4.68,N,Jul-16,Incumbent
113051.04,Biomass Power Plant Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.49,49,0.21,4.08,4.91,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.1.b,Persistence,IM,Importance,4.6,49,0.15,4.29,4.9,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.1.c,Initiative,IM,Importance,4.41,49,0.13,4.15,4.68,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.2.b,Leadership,IM,Importance,4.72,49,0.13,4.45,4.98,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.3.a,Cooperation,IM,Importance,4.01,49,0.24,3.53,4.49,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.3.b,Concern for Others,IM,Importance,3.88,49,0.3,3.28,4.48,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.3.c,Social Orientation,IM,Importance,3.56,49,0.33,2.89,4.23,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.4.a,Self Control,IM,Importance,3.92,49,0.22,3.48,4.35,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.4,49,0.22,3.95,4.84,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.42,49,0.25,3.91,4.93,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.5.a,Dependability,IM,Importance,4.54,49,0.16,4.21,4.86,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.5.b,Attention to Detail,IM,Importance,4.51,49,0.13,4.25,4.77,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.5.c,Integrity,IM,Importance,4.72,48,0.13,4.46,4.99,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.6,Independence,IM,Importance,3.89,48,0.22,3.46,4.33,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.7.a,Innovation,IM,Importance,4.08,47,0.22,3.65,4.52,N,Jul-12,Incumbent
113051.04,Biomass Power Plant Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.22,48,0.29,3.63,4.8,N,Jul-12,Incumbent
113051.06,Hydroelectric Production Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.81,29,0.16,3.49,4.13,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.1.b,Persistence,IM,Importance,3.89,29,0.18,3.52,4.26,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.1.c,Initiative,IM,Importance,4.13,29,0.13,3.86,4.4,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.2.b,Leadership,IM,Importance,4.53,29,0.12,4.29,4.78,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.3.a,Cooperation,IM,Importance,4.2,27,0.1,4,4.41,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.3.b,Concern for Others,IM,Importance,3.58,27,0.17,3.22,3.94,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.3.c,Social Orientation,IM,Importance,3.12,27,0.18,2.76,3.48,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.4.a,Self Control,IM,Importance,4.02,27,0.15,3.72,4.32,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.12,27,0.15,3.8,4.43,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.79,26,0.15,3.48,4.11,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.5.a,Dependability,IM,Importance,4.53,27,0.09,4.35,4.71,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.5.b,Attention to Detail,IM,Importance,4.47,27,0.09,4.29,4.65,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.5.c,Integrity,IM,Importance,4.34,29,0.12,4.09,4.59,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.6,Independence,IM,Importance,4.19,29,0.11,3.97,4.42,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.7.a,Innovation,IM,Importance,3.68,29,0.16,3.34,4.01,N,Jul-16,Incumbent
113051.06,Hydroelectric Production Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.19,29,0.11,3.97,4.41,N,Jul-16,Incumbent
113061,Purchasing Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.95,20,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.1.b,Persistence,IM,Importance,4,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.1.c,Initiative,IM,Importance,4.19,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.2.b,Leadership,IM,Importance,4.33,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.3.a,Cooperation,IM,Importance,4.33,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.3.b,Concern for Others,IM,Importance,3.81,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.3.c,Social Orientation,IM,Importance,3.43,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.4.a,Self Control,IM,Importance,4.24,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.05,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.05,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.5.a,Dependability,IM,Importance,4.25,20,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.5.b,Attention to Detail,IM,Importance,4.38,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.5.c,Integrity,IM,Importance,4.81,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.6,Independence,IM,Importance,4,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.7.a,Innovation,IM,Importance,3.67,21,,,,,Aug-18,Occupational Expert
113061,Purchasing Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.29,21,,,,,Aug-18,Occupational Expert
113071.01,Transportation Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.94,35,0.15,3.65,4.24,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.1.b,Persistence,IM,Importance,4.26,35,0.11,4.03,4.48,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.1.c,Initiative,IM,Importance,4.18,35,0.16,3.85,4.5,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.2.b,Leadership,IM,Importance,4.52,35,0.14,4.25,4.8,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.3.a,Cooperation,IM,Importance,4.43,35,0.14,4.14,4.71,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.3.b,Concern for Others,IM,Importance,4.02,35,0.19,3.64,4.41,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.3.c,Social Orientation,IM,Importance,3.96,35,0.15,3.66,4.25,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.4.a,Self Control,IM,Importance,4.43,34,0.17,4.09,4.76,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.54,35,0.15,4.23,4.84,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.12,35,0.2,3.71,4.52,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.5.a,Dependability,IM,Importance,4.58,35,0.12,4.35,4.82,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.5.b,Attention to Detail,IM,Importance,4.27,35,0.15,3.96,4.59,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.5.c,Integrity,IM,Importance,4.39,34,0.16,4.07,4.72,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.6,Independence,IM,Importance,3.87,34,0.16,3.55,4.19,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.7.a,Innovation,IM,Importance,3.67,34,0.19,3.29,4.06,N,Jul-14,Incumbent
113071.01,Transportation Managers,1.C.7.b,Analytical Thinking,IM,Importance,3.82,34,0.17,3.48,4.15,N,Jul-14,Incumbent
113071.02,Storage and Distribution Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.88,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.1.b,Persistence,IM,Importance,4.04,23,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.1.c,Initiative,IM,Importance,4.21,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.2.b,Leadership,IM,Importance,4.38,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.3.a,Cooperation,IM,Importance,4.25,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.3.b,Concern for Others,IM,Importance,3.58,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.3.c,Social Orientation,IM,Importance,3.46,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.4.a,Self Control,IM,Importance,4.21,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.33,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.25,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.5.a,Dependability,IM,Importance,4.58,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.5.b,Attention to Detail,IM,Importance,4.46,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.5.c,Integrity,IM,Importance,4.58,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.6,Independence,IM,Importance,4.04,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.7.a,Innovation,IM,Importance,3.88,24,,,,,Jul-17,Occupational Expert
113071.02,Storage and Distribution Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.17,24,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.87,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.1.b,Persistence,IM,Importance,3.9,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.1.c,Initiative,IM,Importance,4.23,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.2.b,Leadership,IM,Importance,4.34,29,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.3.a,Cooperation,IM,Importance,4.07,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.3.b,Concern for Others,IM,Importance,3.52,29,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.3.c,Social Orientation,IM,Importance,3.17,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.4.a,Self Control,IM,Importance,4.1,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.33,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.27,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.5.a,Dependability,IM,Importance,4.47,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.5.b,Attention to Detail,IM,Importance,4.1,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.5.c,Integrity,IM,Importance,4.53,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.6,Independence,IM,Importance,3.5,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.7.a,Innovation,IM,Importance,3.67,30,,,,,Jul-17,Occupational Expert
113071.03,Logistics Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.23,30,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.86,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.1.b,Persistence,IM,Importance,3.86,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.1.c,Initiative,IM,Importance,4.14,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.2.b,Leadership,IM,Importance,3.95,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.3.a,Cooperation,IM,Importance,3.95,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.3.b,Concern for Others,IM,Importance,3.9,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.3.c,Social Orientation,IM,Importance,3.43,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.4.a,Self Control,IM,Importance,4.14,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.4.b,Stress Tolerance,IM,Importance,4,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.86,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.5.a,Dependability,IM,Importance,4.38,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.5.b,Attention to Detail,IM,Importance,4.71,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.5.c,Integrity,IM,Importance,4.86,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.6,Independence,IM,Importance,3.38,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.7.a,Innovation,IM,Importance,3.62,21,,,,,Jul-17,Occupational Expert
113111,Compensation and Benefits Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.57,21,,,,,Jul-17,Occupational Expert
113121,Human Resources Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.08,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.1.b,Persistence,IM,Importance,4.38,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.1.c,Initiative,IM,Importance,4.54,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.2.b,Leadership,IM,Importance,4.62,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.3.a,Cooperation,IM,Importance,4.54,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.3.b,Concern for Others,IM,Importance,4.38,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.3.c,Social Orientation,IM,Importance,3.92,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.4.a,Self Control,IM,Importance,4.71,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.5,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.33,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.5.a,Dependability,IM,Importance,4.58,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.5.b,Attention to Detail,IM,Importance,4.08,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.5.c,Integrity,IM,Importance,4.88,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.6,Independence,IM,Importance,3.79,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.7.a,Innovation,IM,Importance,3.58,24,,,,,Aug-18,Occupational Expert
113121,Human Resources Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.12,24,,,,,Aug-18,Occupational Expert
113131,Training and Development Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.22,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.1.b,Persistence,IM,Importance,4.11,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.1.c,Initiative,IM,Importance,4.59,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.2.b,Leadership,IM,Importance,4.63,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.3.a,Cooperation,IM,Importance,4.37,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.3.b,Concern for Others,IM,Importance,4.15,26,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.3.c,Social Orientation,IM,Importance,4.19,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.4.a,Self Control,IM,Importance,4.41,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.19,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.52,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.5.a,Dependability,IM,Importance,4.56,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.5.b,Attention to Detail,IM,Importance,4.19,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.5.c,Integrity,IM,Importance,4.67,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.6,Independence,IM,Importance,3.65,26,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.7.a,Innovation,IM,Importance,3.67,27,,,,,Jul-17,Occupational Expert
113131,Training and Development Managers,1.C.7.b,Analytical Thinking,IM,Importance,3.89,27,,,,,Jul-17,Occupational Expert
